
 PRINT EPEL NODAL SOLUTION PER NODE

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 17.2     17.2     ***
 ANSYS Academic Research                           
 00210476  VERSION=LINUX x64     18:23:57  JUL 08, 2019 CP=      5.582

                                                                               


 
  ***** POST1 NODAL ELASTIC STRAIN LISTING *****                               
 
  LOAD STEP=     1  SUBSTEP=     1                                             
   TIME=    1.0000      LOAD CASE=   0                                         
 
    NODE       EPEL1          EPEL2          EPEL3          EPELINT        EPELEQV 
     266    0.0015086766  -0.0703593735  -0.1207874298   0.1222961064   0.0843233803
     267   -0.0005668205  -0.0680386693  -0.1217399705   0.1211731501   0.0815654078
     268    0.0022651594  -0.0692440057  -0.1194418031   0.1217069625   0.0816417410
     269    0.0063236631  -0.0727845195  -0.1102014346   0.1165250977   0.0796816771
     270    0.0060723313  -0.0647502715  -0.1025684682   0.1086407996   0.0739410198
     271    0.0012150046  -0.0571490186  -0.1073205198   0.1085355244   0.0775410737
     272    0.0269271737  -0.0879899544  -0.1123735144   0.1393006881   0.0995159017
     273    0.0193764351  -0.0768268147  -0.1000172206   0.1193936557   0.0848226527
     274   -0.0037833776  -0.0497114541  -0.0964165041   0.0926331265   0.0664557925
     275   -0.0056284512  -0.0488462004  -0.0968594083   0.0912309570   0.0609858087
