Nodal Strains (computed using Matlab)
     NODE    EPELX          EPELY          EPELZ          EPELXY         EPELYZ         EPELXZ
     159   -0.0699473179   0.0208386718   0.0414784384  -0.0277798120  -0.0340083234  -0.0348954382
     160   -0.0644091066   0.0307680814   0.0683585577  -0.0083613477  -0.0330691885  -0.0395902819
     161   -0.0574364199   0.0194670604   0.0827313437   0.0156459583  -0.0178403768  -0.0390269696
     162   -0.0406545860  -0.0046608681   0.0922261791   0.0190009090  -0.0174315737  -0.0388990774
     163   -0.0287536826   0.0091016330   0.0972866884  -0.0028641569  -0.0307790541  -0.0550940325
     164   -0.0289433770   0.0434529854   0.0753781063   0.0155852607  -0.0055321480  -0.0689091843
     165   -0.0297970974   0.0388769431   0.0664967409   0.0559273414   0.0276351065  -0.0698027649
     166   -0.0416957474  -0.0011437326   0.0645393764   0.0571620326   0.0667692511  -0.0554176724
     167   -0.0597221711  -0.0209696846   0.0232968926   0.0393570103   0.0496156087  -0.0306305043
     168   -0.0719443764  -0.0216146954  -0.0157863083   0.0259090976   0.0234121776  -0.0054796419
     169   -0.0797472255  -0.0098901291  -0.0511169071   0.0127768864   0.0370145189   0.0145111414
     170   -0.0828651822   0.0086695485  -0.0904635291  -0.0043117332   0.0864488365   0.0230059954
     171   -0.0734378840   0.0037304763  -0.0955492240  -0.0008579959  -0.0535344541   0.0181303868
     172   -0.0701767871  -0.0081635350  -0.0586014573  -0.0075943539  -0.0209288142   0.0079186031
     173   -0.0645765922  -0.0148618454  -0.0325452906  -0.0180149280  -0.0071091504  -0.0029602480
     174   -0.0543363633  -0.0083780439  -0.0072786528  -0.0234799450  -0.0329788012  -0.0130869107
     175   -0.0426363731   0.0069097172   0.0373126055  -0.0260620272  -0.0464104016  -0.0210382503
     176   -0.0348585626   0.0273413836   0.0607255541  -0.0278399548  -0.0282596102  -0.0118277255
     177   -0.0260626970   0.0559871573   0.0063933652  -0.0044461622  -0.0113926042   0.0272216897
     178   -0.0028823186   0.0364076418  -0.0341632467   0.0457006303  -0.0272883775   0.0408664363
     179    0.0112408612  -0.0392175679   0.0532222322   0.0428678888  -0.0508403597  -0.0038492276
     180    0.0180595455  -0.0038582887   0.0881375790   0.0157650655  -0.0226095157  -0.0219314276
     181    0.0332469570   0.0465054848   0.0366584906   0.0231712018  -0.0135292212  -0.0152712564
     182    0.0235256190   0.0397069797   0.0614479513   0.0191156953   0.0365585724  -0.0110983852
     183   -0.0064065308  -0.0048917957   0.0960286524   0.0051282548   0.0848554769  -0.0094056704
     184   -0.0319704730  -0.0205433427   0.0533137112   0.0048805658   0.0676346680  -0.0107527930
     185   -0.0504362016  -0.0193801302  -0.0067843135   0.0051822097   0.0399546923  -0.0008939568
     186   -0.0594970999  -0.0089296149  -0.0562537266   0.0009197564   0.0460676552   0.0066136136
     187   -0.0640715373   0.0058793746  -0.0998665268  -0.0067640734   0.0905899887   0.0177431511
     188   -0.0586071468   0.0035645543  -0.1042488484   0.0037015891  -0.0646811680   0.0088950834
     189   -0.0555741754  -0.0083237188  -0.0599285941   0.0004561944  -0.0303416068   0.0016680334
     190   -0.0471689435  -0.0153331418  -0.0229183572  -0.0030611649  -0.0177504115  -0.0049591590
     191   -0.0341680017  -0.0085376808   0.0097743294  -0.0068430543  -0.0429702461  -0.0119029070
     192   -0.0203608388   0.0070220396   0.0621459926  -0.0072061161  -0.0435261357  -0.0110298250
     193   -0.0057790093   0.0249465372   0.0395496083  -0.0138855888  -0.0007819431   0.0080026958
     194    0.0157992699   0.0851977450  -0.1166900390   0.0157006925   0.0064442234   0.0036045460
     195    0.0214319103   0.0327878627  -0.1350243669   0.0223231487  -0.0578693405  -0.0265360346
     196    0.0120233870  -0.0511223863   0.0403064559   0.0052392078  -0.0518230436  -0.0085978190
     197    0.0152341950  -0.0098421487   0.0943583984   0.0286619070  -0.0070287333   0.0196005239
     198    0.0129419359   0.0307021566   0.0700887344   0.0187155264  -0.0084044052   0.0421510963
     199    0.0003983792   0.0241414757   0.1012984916  -0.0204105513   0.0428037765   0.0574066533
     200   -0.0136532809  -0.0006383181   0.1060957620  -0.0363277265   0.0668609946   0.0353466548
     201   -0.0299875636  -0.0126464900   0.0572395237  -0.0295768120   0.0651922920   0.0111087722
     202   -0.0446938834  -0.0122440755  -0.0003311502  -0.0181080010   0.0410240589  -0.0007703571
     203   -0.0548559369  -0.0068423798  -0.0541190429  -0.0099834421   0.0532215786  -0.0005065739
     204   -0.0597445166   0.0043245484  -0.1031866564  -0.0039033290   0.0991513223   0.0030807171
     205   -0.0580761838   0.0025027774  -0.1053402567   0.0026816943  -0.0791429702  -0.0019409499
     206   -0.0547698462  -0.0099601186  -0.0591178052   0.0067359088  -0.0377389581  -0.0000794718
     207   -0.0460978545  -0.0147344176  -0.0170080912   0.0099957002  -0.0259262105  -0.0007087790
     208   -0.0316721694  -0.0065805512   0.0202616686   0.0132160571  -0.0427232558  -0.0007643819
     209   -0.0189048856   0.0077608952   0.0733601677   0.0092924903  -0.0356216099   0.0068730752
     210   -0.0038007020   0.0284856457   0.0500676141   0.0181238884  -0.0104639354  -0.0242576024
     211    0.0007427806   0.0725852040  -0.0409893516   0.0060299234  -0.0159532343  -0.0711402684
     212   -0.0094402617   0.0134751569  -0.0061750587  -0.0339740453  -0.0355580334  -0.0343780736
     213   -0.0110498591  -0.0279689324   0.0884274709  -0.0153728162  -0.0096541993   0.0268161493
     214   -0.0155966706  -0.0057293716   0.1078271372   0.0156075978   0.0001713571   0.0536694720
     215   -0.0282888076   0.0094137465   0.1064500459   0.0039142287   0.0097327972   0.0684292807
     216   -0.0372121509   0.0082337933   0.1051950321  -0.0239000288   0.0281430266   0.0614872183
     217   -0.0425657390   0.0006889007   0.0848101167  -0.0428816791   0.0457730192   0.0406423986
     218   -0.0489296061  -0.0019798739   0.0408510530  -0.0427674076   0.0508952915   0.0206639900
     219   -0.0575876784  -0.0045684183  -0.0056343582  -0.0316149196   0.0335237232   0.0065055809
     220   -0.0644315230  -0.0023606812  -0.0546372281  -0.0201771947   0.0493718190  -0.0037820776
     221   -0.0682186972   0.0064939780  -0.1031403472  -0.0103573075   0.0987455204  -0.0137280785
     222   -0.0702781995   0.0017417735  -0.1039205171  -0.0017430780  -0.0808512950  -0.0079568488
     223   -0.0663284210  -0.0100202745  -0.0587108178   0.0122155322  -0.0383257219  -0.0032860895
     224   -0.0588120704  -0.0126706477  -0.0179757618   0.0246760318  -0.0244692256   0.0027839481
     225   -0.0500884555  -0.0045274031   0.0172073148   0.0268289985  -0.0329001901   0.0126315639
     226   -0.0394425589   0.0065616021   0.0613804165   0.0196617144  -0.0331391286   0.0168926074
     227   -0.0344685077   0.0296779023   0.0807091503   0.0134359535  -0.0340791321   0.0153710566
     228   -0.0377980305   0.0353276826   0.0864678601  -0.0111368361  -0.0170167966   0.0298643943
     229   -0.0371710368   0.0107180400   0.0974799441  -0.0268787049   0.0021290336   0.0458786038
     230   -0.0387700994  -0.0043935226   0.0932037151  -0.0128304977   0.0072413354   0.0530396274
     231   -0.0491314087  -0.0008133143   0.0801661866  -0.0043545096   0.0133028591   0.0577067787
     232   -0.0609159643  -0.0014862018   0.0695401090  -0.0101541651   0.0143451256   0.0577964516
     233   -0.0684490422  -0.0015411600   0.0592114092  -0.0241762676   0.0185549527   0.0536751760
     234   -0.0724110705   0.0000814218   0.0405320956  -0.0352757390   0.0316269574   0.0423087932
     235   -0.0746622556   0.0033036007   0.0088010584  -0.0390546736   0.0320650190   0.0265201383
     236   -0.0766336260   0.0003601692  -0.0212452393  -0.0351846966   0.0179323271   0.0087335840
     237   -0.0796444960  -0.0003956497  -0.0582504729  -0.0257220294   0.0402423166  -0.0033893070
