        Node       x [um]       y [um]       z [um]       u [um]       v [um]       w [um]
         312     1847.580     2245.980       54.780  -0.42070739   2.46812558   1.15808097
         313     2046.780     -144.420       54.780  -0.72719248   2.40534466   0.99198125
         314     2046.780       54.780       54.780  -0.79602688   2.28011581   0.77905735
         315     2046.780      253.980       54.780  -1.06248191   2.29288807   0.93207644
         316     2046.780      453.180       54.780  -1.34234583   2.06566835   0.69032654
         317     2046.780      652.380       54.780  -1.19798455   1.85949155   0.58825598
         318     2046.780      851.580       54.780  -1.13445065   1.74413116   0.52041707
         319     2046.780     1050.780       54.780  -0.91661961   1.83131351   0.78328870
         320     2046.780     1249.980       54.780  -0.70448410   1.82202175   0.86331456
         321     2046.780     1449.180       54.780  -0.58006328   1.87804472   0.97434897
         322     2046.780     1648.380       54.780  -0.79198834   1.96594710   0.75696404
         323     2046.780     1847.580       54.780  -0.59536967   2.30244106   1.00700360
         324     2046.780     2046.780       54.780  -0.42647016   2.31545653   0.99360985
         325     2046.780     2245.980       54.780  -0.43943288   2.40886303   1.05740247
         326     2245.980     -144.420       54.780  -0.70694709   2.31442122   0.76860988
         327     2245.980       54.780       54.780  -0.68895334   2.40853134   0.97659321
         328     2245.980      253.980       54.780  -0.92702906   2.24661945   0.77953218
         329     2245.980      453.180       54.780  -1.22656251   2.06405063   0.71774082
         330     2245.980      652.380       54.780  -1.40105656   1.82677801   0.55874670
         331     2245.980      851.580       54.780  -1.11414735   1.69293898   0.59332901
         332     2245.980     1050.780       54.780  -0.79715083   1.66925483   0.67703353
         333     2245.980     1249.980       54.780  -0.64549930   1.77029629   0.86359591
         334     2245.980     1449.180       54.780  -0.69032776   1.82904511   0.85787772
         335     2245.980     1648.380       54.780  -0.67059009   1.93379082   0.89444653
         336     2245.980     1847.580       54.780  -0.61678254   2.08889756   0.74755668
         337     2245.980     2046.780       54.780  -0.41552614   2.39333003   1.01952680
         338     2245.980     2245.980       54.780  -0.43714718   2.41194721   1.07977332
         339     -144.420     -144.420      253.980  -1.49426646   2.54633807   1.06134950
         340     -144.420       54.780      253.980  -1.62834477   2.42464009   1.11347252
         341     -144.420      253.980      253.980  -1.54796535   2.36233343   1.07131201
         342     -144.420      453.180      253.980  -1.57033380   2.23124592   1.03528487
         343     -144.420      652.380      253.980  -1.35468414   2.26371158   0.99904832
         344     -144.420      851.580      253.980  -1.23959412   2.25925590   0.94263529
         345     -144.420     1050.780      253.980  -1.20895684   2.13287903   0.98111682
         346     -144.420     1249.980      253.980  -1.15212220   2.13932483   0.93148098
         347     -144.420     1449.180      253.980  -1.06788421   2.23852456   1.06898775
         348     -144.420     1648.380      253.980  -1.02187813   2.10162078   1.15540887
         349     -144.420     1847.580      253.980  -0.80436138   2.39763948   1.27056850
         350     -144.420     2046.780      253.980  -0.71125670   2.48963861   1.25069431
         351     -144.420     2245.980      253.980  -0.63639114   2.56424187   1.31583695
         352       54.780     -144.420      253.980  -1.55570190   2.41464606   1.12189648
         353       54.780       54.780      253.980  -1.58959160   2.46654131   1.05212149
         354       54.780      253.980      253.980  -1.78555978   2.30158851   1.17224817
         355       54.780      453.180      253.980  -1.47573531   2.30004949   1.24557584
         356       54.780      652.380      253.980  -1.39588189   2.28137429   1.02987509
         357       54.780      851.580      253.980  -1.16014481   2.20661783   0.94617461
         358       54.780     1050.780      253.980  -1.08052651   2.27010486   0.84646064
         359       54.780     1249.980      253.980  -1.25434457   2.22531231   0.97110284
         360       54.780     1449.180      253.980  -1.01493464   2.07690193   1.01087965
         361       54.780     1648.380      253.980  -0.80673583   2.42299837   1.35598581
         362       54.780     1847.580      253.980  -0.87471567   2.38198449   1.18850196
         363       54.780     2046.780      253.980  -0.66462981   2.52715061   1.29362355
         364       54.780     2245.980      253.980  -0.68648054   2.54639608   1.24201636
         365      253.980     -144.420      253.980  -1.52456172   2.36754721   1.10259024
         366      253.980       54.780      253.980  -1.46198778   2.32871401   1.07109038
         367      253.980      253.980      253.980  -1.57935806   2.22690774   1.08434686
         368      253.980      453.180      253.980  -1.39562846   2.22670494   0.88317556
         369      253.980      652.380      253.980  -1.26376260   2.21584131   0.86285446
         370      253.980      851.580      253.980  -1.20989547   2.15861078   0.87266183
         371      253.980     1050.780      253.980  -1.23497526   2.29831650   1.11502995
         372      253.980     1249.980      253.980  -1.33788043   2.09038511   0.88767507
         373      253.980     1449.180      253.980  -1.13622151   2.12245817   0.96978691
         374      253.980     1648.380      253.980  -0.95091232   2.27233845   1.04818913
         375      253.980     1847.580      253.980  -0.74635136   2.48743476   1.21140978
         376      253.980     2046.780      253.980  -0.60911919   2.53593127   1.33655962
         377      253.980     2245.980      253.980  -0.55469212   2.66942346   1.49719975
         378      453.180     -144.420      253.980  -1.42621685   2.25030052   1.07837819
         379      453.180       54.780      253.980  -1.39815542   2.32473091   1.10518888
