
 PRINT EPEL NODAL SOLUTION PER NODE

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 17.2     17.2     ***
 ANSYS Academic Research                           
 00210476  VERSION=LINUX x64     19:04:02  APR 14, 2019 CP=      1.147

                                                                               


 
  ***** POST1 NODAL ELASTIC STRAIN LISTING *****                               
 
  LOAD STEP=     1  SUBSTEP=     1                                             
   TIME=    1.0000      LOAD CASE=   0                                         
 
    NODE       EPEL1          EPEL2          EPEL3          EPELINT        EPELEQV 
     243    0.0003417649   0.0001334023  -0.0006683789   0.0010101438   0.0014162310
     244    0.0004832216  -0.0001389563  -0.0007613286   0.0012445501   0.0013860026
     245    0.0005336136   0.0001752292  -0.0005039339   0.0010375475   0.0012207948
     246    0.0007523223  -0.0000520476  -0.0005363013   0.0012886237   0.0011760823
     247    0.0007808356  -0.0000476763  -0.0008561380   0.0016369736   0.0011650471
     248    0.0009482349  -0.0000367651  -0.0004002141   0.0013484490   0.0010094370
     249    0.0006055666   0.0004678079  -0.0003037715   0.0009093381   0.0009171241
     250    0.0009459222   0.0005704200  -0.0001997258   0.0011456480   0.0013319317
     251    0.0011361129   0.0005803336  -0.0004669305   0.0016030434   0.0014071260
     252    0.0011069986   0.0001493637  -0.0007119522   0.0018189508   0.0015536369
     253    0.0002200678   0.0001866490  -0.0005946983   0.0008147661   0.0010446989
     254    0.0003147878  -0.0000698495  -0.0007790662   0.0010938540   0.0008515618
     255    0.0003421591  -0.0002619547  -0.0006233602   0.0009655193   0.0010562568
     256    0.0004457238  -0.0004517979  -0.0009064514   0.0013521752   0.0012241719
     257   -0.0000116546  -0.0001550494  -0.0005826009   0.0005709462   0.0012527173
     258    0.0007504079  -0.0001076693  -0.0005603639   0.0013107718   0.0012443214
     259    0.0004808331   0.0001352831  -0.0003753408   0.0008561740   0.0009138869
     260    0.0003479088  -0.0001225767  -0.0001711788   0.0005190875   0.0007023448
     261    0.0002611845   0.0000167142  -0.0007038078   0.0009649923   0.0009002274
     262    0.0002985604  -0.0001581183  -0.0005610941   0.0008596545   0.0011877423
     263    0.0007821063   0.0001575425  -0.0011215734   0.0019036797   0.0017549231
     264    0.0015550626   0.0000314869  -0.0015209633   0.0030760259   0.0026047877
     265    0.0012294168  -0.0002639209  -0.0010409809   0.0022703978   0.0017027776
     266    0.0002968548  -0.0000693571  -0.0009985556   0.0012954104   0.0023650396
     267    0.0002136684  -0.0002269172  -0.0012644630   0.0014781314   0.0011678677
     268    0.0003717344  -0.0002722873  -0.0011428199   0.0015145544   0.0010623923
     269    0.0005344007  -0.0000185900  -0.0010316092   0.0015660099   0.0018004469
     270    0.0007645085   0.0000200420  -0.0006254508   0.0013899593   0.0011333436
     271    0.0007119777   0.0002098053  -0.0000976322   0.0008096099   0.0007758230
     272    0.0005921817   0.0002744204   0.0001405969   0.0004515848   0.0007520893
     273    0.0006697105   0.0005163070  -0.0003129660   0.0009826765   0.0008893044
     274    0.0008686860  -0.0007449147  -0.0008369362   0.0017056222   0.0015920505
     275    0.0003999571  -0.0004078329  -0.0007551975   0.0011551545   0.0018551434
     276    0.0005065407  -0.0000766568  -0.0008637735   0.0013703142   0.0016102012
     277    0.0010943249   0.0005011399  -0.0013040963   0.0023984211   0.0019701048
     278    0.0010725595  -0.0000077274  -0.0007205404   0.0017930998   0.0017152307
     279    0.0004590389   0.0002980712  -0.0011634446   0.0016224835   0.0013376669
     280    0.0005919173  -0.0002823139  -0.0011084209   0.0017003382   0.0011673450
     281    0.0011702789   0.0000204198  -0.0016454666   0.0028157455   0.0029602070
     282    0.0006848360   0.0004358566  -0.0006226180   0.0013074540   0.0034249566
     283    0.0011001333   0.0007934399  -0.0004837640   0.0015838973   0.0024732589
     284    0.0011589512   0.0005033063  -0.0000534711   0.0012124223   0.0012168047
     285    0.0012646298   0.0003705204  -0.0002754238   0.0015400537   0.0015115958
     286    0.0014698563   0.0003844070  -0.0007045331   0.0021743894   0.0015289432
     287    0.0008761598  -0.0000404827  -0.0009279435   0.0018041033   0.0013925125
     288    0.0001919671  -0.0000485999  -0.0003345354   0.0005265024   0.0014508853
     289    0.0005839895   0.0000359953  -0.0005074241   0.0010914135   0.0012353745
     290    0.0007495065   0.0003617946  -0.0005381994   0.0012877059   0.0012069381
     291    0.0012866545   0.0005585310  -0.0013863298   0.0026729843   0.0019401774
     292    0.0006443847   0.0003752022  -0.0007223543   0.0013667390   0.0013180441
     293    0.0011351016   0.0005099740  -0.0012546283   0.0023897299   0.0019387073
     294    0.0010139820   0.0003316225  -0.0007620053   0.0017759873   0.0024699312
     295    0.0017265105   0.0003570465  -0.0010120388   0.0027385493   0.0023677093
     296    0.0011518021   0.0005546364   0.0000216446   0.0011301576   0.0030903371
     297    0.0019281197   0.0002789168  -0.0004378351   0.0023659548   0.0021785573
     298    0.0013852069  -0.0000860017  -0.0002345572   0.0016197641   0.0014157709
     299    0.0005336796   0.0003178864  -0.0002534735   0.0007871531   0.0006720279
     300    0.0011124817   0.0007184547  -0.0008037121   0.0019161938   0.0014599792
     301    0.0014295526  -0.0002666664  -0.0004517141   0.0018812668   0.0018409860
     302    0.0009623197  -0.0002871728  -0.0003690889   0.0013314086   0.0018495579
     303    0.0012068529   0.0001227357  -0.0010598103   0.0022666632   0.0015786050
     304    0.0003662693   0.0002619942  -0.0002428839   0.0006091532   0.0036175774
